"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Grade PK","Grade KG","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2021-2022","75","Prince William County","680","Unity Reed High","N"," "," "," "," "," "," "," "," "," "," ","407","401","379","430","1,617"," ","1,617"
"2021-2022","75","Prince William County","680","Unity Reed High","Y"," "," "," "," "," "," "," "," "," "," ","279","197","199","161","836"," ","836"
"2021-2022","75","Prince William County","390","Victory Elementary","N","47","103","72","84","86","90","73"," "," "," "," "," "," "," ","555"," ","555"
"2021-2022","75","Prince William County","390","Victory Elementary","Y"," ","10","16","15","15","22","18"," "," "," "," "," "," "," ","96"," ","96"
"2021-2022","75","Prince William County","540","West Gate Elementary","N","36","28","25","16","10","21","22"," "," "," "," "," "," "," ","158"," ","158"
"2021-2022","75","Prince William County","540","West Gate Elementary","Y"," ","68","73","78","80","73","60"," "," "," "," "," "," "," ","432"," ","432"
"2021-2022","75","Prince William County","740","Westridge Elementary","N","<","87","95","99","96","95","80"," "," "," "," "," "," "," ","553"," ","553"
"2021-2022","75","Prince William County","740","Westridge Elementary","Y"," ","12","20","24","22","36","21"," "," "," "," "," "," "," ","135"," ","135"
"2021-2022","75","Prince William County","190","Woodbine Pre-School Center","N","61"," "," "," "," "," "," "," "," "," "," "," "," "," ","61"," ","61"
"2021-2022","75","Prince William County","60","Woodbridge High","N"," "," "," "," "," "," "," "," "," "," ","664","638","502","628","2,432","<","2,437"
"2021-2022","75","Prince William County","60","Woodbridge High","Y"," "," "," "," "," "," "," "," "," "," ","147","81","89","82","399"," ","399"
"2021-2022","75","Prince William County","560","Woodbridge Middle","N"," "," "," "," "," "," "," ","186","201","257"," "," "," "," ","644"," ","644"
"2021-2022","75","Prince William County","560","Woodbridge Middle","Y"," "," "," "," "," "," "," ","150","123","117"," "," "," "," ","390"," ","390"
"2021-2022","75","Prince William County","350","Yorkshire Elementary","N","51","43","38","43","30","50","33"," "," "," "," "," "," "," ","288"," ","288"
"2021-2022","75","Prince William County","350","Yorkshire Elementary","Y"," ","86","82","80","82","86","92"," "," "," "," "," "," "," ","508"," ","508"
"2021-2022","77","Pulaski County","20","Critzer Elementary","N","38","61","64","57","56","60","56"," "," "," "," "," "," "," ","392"," ","392"
"2021-2022","77","Pulaski County","20","Critzer Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","77","Pulaski County","540","Dublin Elementary","N","30","65","46","66","69","73","62"," "," "," "," "," "," "," ","411"," ","411"
"2021-2022","77","Pulaski County","540","Dublin Elementary","Y"," "," ","<"," ","<"," ","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","77","Pulaski County","560","Pulaski County Middle","N"," "," "," "," "," "," "," ","285","290","319"," "," "," "," ","894"," ","894"
"2021-2022","77","Pulaski County","560","Pulaski County Middle","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","15"," ","15"
"2021-2022","77","Pulaski County","10","Pulaski County Senior High","N"," "," "," "," "," "," "," "," "," "," ","323","283","308","291","1,205"," ","1,205"
"2021-2022","77","Pulaski County","10","Pulaski County Senior High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","22"," ","22"
"2021-2022","77","Pulaski County","230","Pulaski Elementary","N","36","86","64","93","87","71","71"," "," "," "," "," "," "," ","508"," ","508"
"2021-2022","77","Pulaski County","230","Pulaski Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","77","Pulaski County","500","Riverlawn Elementary","N","26","66","49","50","65","55","44"," "," "," "," "," "," "," ","355"," ","355"
"2021-2022","77","Pulaski County","500","Riverlawn Elementary","Y"," "," ","<"," ","<","<"," "," "," "," "," "," "," "," ","17"," ","17"
"2021-2022","77","Pulaski County","430","Snowville Elementary","N","21","24","40","28","39","28","23"," "," "," "," "," "," "," ","203"," ","203"
"2021-2022","122","Radford City","10","Belle Heth Elementary","N"," "," "," "," ","237","254","244","225"," "," "," "," "," "," ","960"," ","960"
"2021-2022","122","Radford City","10","Belle Heth Elementary","Y"," "," "," "," ","<","<","<","<"," "," "," "," "," "," ","10"," ","10"
"2021-2022","122","Radford City","42","John N. Dalton Intermediate","N"," "," "," "," "," "," "," "," ","254","266"," "," "," "," ","520"," ","520"
"2021-2022","122","Radford City","42","John N. Dalton Intermediate","Y"," "," "," "," "," "," "," "," ","<"," "," "," "," "," ","<"," ","<"
"2021-2022","122","Radford City","20","McHarg Elementary","N","58","93","105","125"," "," "," "," "," "," "," "," "," "," ","381"," ","381"
"2021-2022","122","Radford City","41","Radford High","N"," "," "," "," "," "," "," "," "," "," ","157","188","208","267","820"," ","820"
"2021-2022","122","Radford City","41","Radford High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","<"," ","<"
"2021-2022","78","Rappahannock County","240","Rappahannock County Elementary","N","35","41","48","51","41","43","56","60","45"," "," "," "," "," ","420"," ","420"
"2021-2022","78","Rappahannock County","240","Rappahannock County Elementary","Y"," "," ","<","<","<","<","<","<","<"," "," "," "," "," ","30"," ","30"
"2021-2022","78","Rappahannock County","230","Rappahannock County High","N"," "," "," "," "," "," "," "," "," ","67","46","53","49","71","286"," ","286"
"2021-2022","78","Rappahannock County","230","Rappahannock County High","Y"," "," "," "," "," "," "," "," "," ","<","<","<","<","<","17"," ","17"
"2021-2022","123","Richmond City","30","Albert Hill Middle","N"," "," "," "," "," "," "," ","163","126","144"," "," "," "," ","433"," ","433"
"2021-2022","123","Richmond City","30","Albert Hill Middle","Y"," "," "," "," "," "," "," ","10","<","<"," "," "," "," ","16"," ","16"
"2021-2022","123","Richmond City","750","Amelia Street Special Education","N"," "," "," "," ","<","<","<","<","<"," "," "," ","<","<","18"," ","18"
"2021-2022","123","Richmond City","850","Armstrong High","N"," "," "," "," "," "," "," "," "," "," ","254","175","177","165","771"," ","771"
"2021-2022","123","Richmond City","850","Armstrong High","Y"," "," "," "," "," "," "," "," "," "," ","<","<"," "," ","<"," ","<"
"2021-2022","123","Richmond City","390","Barack Obama Elementary","N"," ","33","48","49","51","51","40"," "," "," "," "," "," "," ","272"," ","272"
"2021-2022","123","Richmond City","390","Barack Obama Elementary","Y"," "," "," ","<","<","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","100","Bellevue Elementary","N","10","24","33","31","32","31","33"," "," "," "," "," "," "," ","194"," ","194"
"2021-2022","123","Richmond City","100","Bellevue Elementary","Y"," "," ","<"," ","<","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","50","Binford Middle","N"," "," "," "," "," "," "," ","122","139","141"," "," "," "," ","402"," ","402"
"2021-2022","123","Richmond City","50","Binford Middle","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","10"," ","10"
"2021-2022","123","Richmond City","170","Blackwell Elementary","N"," ","68","62","57","44","68","62"," "," "," "," "," "," "," ","361"," ","361"
"2021-2022","123","Richmond City","170","Blackwell Elementary","Y"," "," "," ","<","<","<","<"," "," "," "," "," "," "," ","16"," ","16"
"2021-2022","123","Richmond City","1100","Broad Rock Elementary","N","13","64","71","72","66","69","61"," "," "," "," "," "," "," ","416"," ","416"
"2021-2022","123","Richmond City","1100","Broad Rock Elementary","Y"," ","38","41","40","37","34","49"," "," "," "," "," "," "," ","239"," ","239"
"2021-2022","123","Richmond City","1440","Cardinal Elementary","N"," ","43","39","33","32","28","27"," "," "," "," "," "," "," ","202"," ","202"
"2021-2022","123","Richmond City","1440","Cardinal Elementary","Y"," ","79","105","105","122","131","110"," "," "," "," "," "," "," ","652"," ","652"
"2021-2022","123","Richmond City","830","Chimborazo Elementary","N","32","57","67","57","58","53","63"," "," "," "," "," "," "," ","387"," ","387"
"2021-2022","123","Richmond City","830","Chimborazo Elementary","Y"," "," ","<"," "," "," ","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","1400","Elizabeth D. Redd Elementary","N"," ","57","39","43","49","46","39"," "," "," "," "," "," "," ","273"," ","273"
"2021-2022","123","Richmond City","1400","Elizabeth D. Redd Elementary","Y"," ","22","12","17","22","16","19"," "," "," "," "," "," "," ","108"," ","108"
"2021-2022","123","Richmond City","710","Fairfield Court Elementary","N"," ","51","46","36","31","38","36"," "," "," "," "," "," "," ","238"," ","238"
"2021-2022","123","Richmond City","710","Fairfield Court Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","621","Franklin Military Academy","N"," "," "," "," "," "," "," ","31","44","49","47","33","39","38","281"," ","281"
"2021-2022","123","Richmond City","621","Franklin Military Academy","Y"," "," "," "," "," "," "," ","<","16","<","<","<","<"," ","36"," ","36"
"2021-2022","123","Richmond City","1470","G.H. Reid Elementary","N"," ","82","77","65","66","67","43"," "," "," "," "," "," "," ","400"," ","400"
"2021-2022","123","Richmond City","1470","G.H. Reid Elementary","Y"," ","27","40","46","43","39","55"," "," "," "," "," "," "," ","250"," ","250"
"2021-2022","123","Richmond City","311","George W. Carver Elementary","N"," ","57","63","66","51","75","61"," "," "," "," "," "," "," ","373"," ","373"
"2021-2022","123","Richmond City","311","George W. Carver Elementary","Y"," "," ","<","<"," ","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","741","George Wythe High","N"," "," "," "," "," "," "," "," "," "," ","236","189","197","178","800","<","801"
"2021-2022","123","Richmond City","741","George Wythe High","Y"," "," "," "," "," "," "," "," "," "," ","163","129","134","70","496","<","497"
"2021-2022","123","Richmond City","230","Ginter Park Elementary","N"," ","39","59","46","41","45","45"," "," "," "," "," "," "," ","275"," ","275"
"2021-2022","123","Richmond City","230","Ginter Park Elementary","Y"," "," "," "," "," ","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","470","Henderson Middle","N"," "," "," "," "," "," "," ","161","131","122"," "," "," "," ","414"," ","414"
"2021-2022","123","Richmond City","470","Henderson Middle","Y"," "," "," "," "," "," "," ","10","<","<"," "," "," "," ","17"," ","17"
"2021-2022","123","Richmond City","290","Henry Marsh III Elementary","N"," ","62","106","75","90","69","68"," "," "," "," "," "," "," ","470"," ","470"
"2021-2022","123","Richmond City","290","Henry Marsh III Elementary","Y"," "," "," "," ","<"," ","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","1510","Huguenot High","N"," "," "," "," "," "," "," "," "," "," ","354","243","248","246","1,091"," ","1,091"
"2021-2022","123","Richmond City","1510","Huguenot High","Y"," "," "," "," "," "," "," "," "," "," ","68","53","74","53","248"," ","248"
"2021-2022","123","Richmond City","1640","J.B. Fisher Elementary","N","12","36","30","40","41","42","29"," "," "," "," "," "," "," ","230"," ","230"
"2021-2022","123","Richmond City","1640","J.B. Fisher Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","21"," ","21"
"2021-2022","123","Richmond City","1710","J.L. Francis Elementary","N"," ","60","38","65","55","48","40"," "," "," "," "," "," "," ","306"," ","306"
"2021-2022","123","Richmond City","1710","J.L. Francis Elementary","Y"," ","27","41","40","31","47","42"," "," "," "," "," "," "," ","228"," ","228"
"2021-2022","123","Richmond City","600","John B. Cary Elementary","N"," ","46","41","27","37","35","22"," "," "," "," "," "," "," ","208"," ","208"
"2021-2022","123","Richmond City","600","John B. Cary Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","12"," ","12"
"2021-2022","123","Richmond City","730","John Marshall High","N"," "," "," "," "," "," "," "," "," "," ","191","107","118","117","533"," ","533"
"2021-2022","123","Richmond City","730","John Marshall High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","<"," ","<"
"2021-2022","123","Richmond City","3106","Linwood Holton Elementary","N"," ","86","71","67","70","76","62"," "," "," "," "," "," "," ","432"," ","432"
"2021-2022","123","Richmond City","3106","Linwood Holton Elementary","Y"," "," "," ","<"," "," ","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","3105","Lucille M. Brown Middle","N"," "," "," "," "," "," "," ","161","159","184"," "," "," "," ","504"," ","504"
"2021-2022","123","Richmond City","3105","Lucille M. Brown Middle","Y"," "," "," "," "," "," "," ","26","35","19"," "," "," "," ","80"," ","80"
"2021-2022","123","Richmond City","771","Martin Luther King Jr. Early Learning Center","N","145"," "," "," "," "," "," "," "," "," "," "," "," "," ","145"," ","145"
"2021-2022","123","Richmond City","770","Martin Luther King Jr. Middle","N"," "," "," "," "," "," "," ","172","155","185"," "," "," "," ","512"," ","512"
"2021-2022","123","Richmond City","770","Martin Luther King Jr. Middle","Y"," "," "," "," "," "," "," ","<","<"," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","580","Mary Munford Elementary","N","<","76","59","73","56","79","57"," "," "," "," "," "," "," ","402"," ","402"
"2021-2022","123","Richmond City","580","Mary Munford Elementary","Y"," "," ","<","<","<","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","123","Richmond City","690","Maymont Pre-K Center","N","541"," "," "," "," "," "," "," "," "," "," "," "," "," ","541"," ","541"
"2021-2022","123","Richmond City","3107","Miles Jones Elementary","N","15","71","68","70","66","64","62"," "," "," "," "," "," "," ","416"," ","416"
"2021-2022","123","Richmond City","3107","Miles Jones Elementary","Y"," ","<","13","15","24","29","25"," "," "," "," "," "," "," ","112"," ","112"
