"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2013-2014","136","Chesapeake City","973","Jolliff Middle","760"," ","760"
"2013-2014","136","Chesapeake City","160","Norfolk Highlands Primary","369"," ","369"
"2013-2014","136","Chesapeake City","80","Oscar F. Smith High","2,118"," ","2,118"
"2013-2014","136","Chesapeake City","10","Oscar Smith Middle","1,023"," ","1,023"
"2013-2014","136","Chesapeake City","730","Portlock Primary","654"," ","654"
"2013-2014","136","Chesapeake City","200","Rena B. Wright Primary","343"," ","343"
"2013-2014","136","Chesapeake City","620","Southeastern Elementary","736"," ","736"
"2013-2014","136","Chesapeake City","600","Southwestern Elementary","555"," ","555"
"2013-2014","136","Chesapeake City","750","Sparrow Road Intermediate","504"," ","504"
"2013-2014","136","Chesapeake City","40","Thurgood Marshall Elementary","512"," ","512"
"2013-2014","136","Chesapeake City","971","Truitt Intermediate","299"," ","299"
"2013-2014","136","Chesapeake City","840","Western Branch High","2,159"," ","2,159"
"2013-2014","136","Chesapeake City","810","Western Branch Intermediate","697","1","698"
"2013-2014","136","Chesapeake City","740","Western Branch Middle","890"," ","890"
"2013-2014","136","Chesapeake City","110","Western Branch Primary","698"," ","698"
"2013-2014","21","Chesterfield County","620","A.M. Davis Elementary","697"," ","697"
"2013-2014","21","Chesterfield County","861","Alberta Smith Elementary","684"," ","684"
"2013-2014","21","Chesterfield County","631","Bailey Bridge Middle","1,426","1","1,427"
"2013-2014","21","Chesterfield County","660","Bellwood Elementary","499"," ","499"
"2013-2014","21","Chesterfield County","430","Bensley Elementary","648"," ","648"
"2013-2014","21","Chesterfield County","510","Bettie Weaver Elementary","703"," ","703"
"2013-2014","21","Chesterfield County","130","Beulah Elementary","593"," ","593"
"2013-2014","21","Chesterfield County","20","Bon Air Elementary","637"," ","637"
"2013-2014","21","Chesterfield County","50","C.C. Wells Elementary","674"," ","674"
"2013-2014","21","Chesterfield County","492","C.E. Curtis Elementary","722"," ","722"
"2013-2014","21","Chesterfield County","420","Carver Middle","1,066","1","1,067"
"2013-2014","21","Chesterfield County","30","Chesterfield Community High","262"," ","262"
"2013-2014","21","Chesterfield County","150","Clover Hill Elementary","803"," ","803"
"2013-2014","21","Chesterfield County","740","Clover Hill High","1,885","3","1,888"
"2013-2014","21","Chesterfield County","840","Cosby High","2,068","1","2,069"
"2013-2014","21","Chesterfield County","560","Crestwood Elementary","533"," ","533"
"2013-2014","21","Chesterfield County","480","Ecoff Elementary","733"," ","733"
"2013-2014","21","Chesterfield County","870","Elizabeth Davis Middle","1,186","1","1,187"
"2013-2014","21","Chesterfield County","850","Elizabeth Scott Elementary","892"," ","892"
"2013-2014","21","Chesterfield County","390","Enon Elementary","497"," ","497"
"2013-2014","21","Chesterfield County","350","Ettrick Elementary","536"," ","536"
"2013-2014","21","Chesterfield County","300","Evergreen Elementary","1,025"," ","1,025"
"2013-2014","21","Chesterfield County","590","Falling Creek Elementary","716"," ","716"
"2013-2014","21","Chesterfield County","670","Falling Creek Middle","1,224"," ","1,224"
"2013-2014","21","Chesterfield County","180","Grange Hall Elementary","765"," ","765"
"2013-2014","21","Chesterfield County","70","Greenfield Elementary","602"," ","602"
"2013-2014","21","Chesterfield County","460","Harrowgate Elementary","499"," ","499"
"2013-2014","21","Chesterfield County","60","Hopkins Road Elementary","588"," ","588"
"2013-2014","21","Chesterfield County","550","J.A. Chalkley Elementary","941"," ","941"
"2013-2014","21","Chesterfield County","650","J.B. Watkins Elementary","1,017"," ","1,017"
"2013-2014","21","Chesterfield County","500","J.G. Hening Elementary","854"," ","854"
"2013-2014","21","Chesterfield County","400","Jacobs Road Elementary","657"," ","657"
"2013-2014","21","Chesterfield County","770","James River High","2,100","1","2,101"
"2013-2014","21","Chesterfield County","10","Lloyd C. Bird High","1,853","2","1,855"
"2013-2014","21","Chesterfield County","632","Manchester High","1,911","2","1,913"
"2013-2014","21","Chesterfield County","600","Manchester Middle","1,429","1","1,430"
"2013-2014","21","Chesterfield County","780","Marguerite F. Christian Elementary","741"," ","741"
"2013-2014","21","Chesterfield County","370","Matoaca Elementary","459"," ","459"
"2013-2014","21","Chesterfield County","530","Matoaca High","1,895","2","1,897"
"2013-2014","21","Chesterfield County","110","Matoaca Middle","1,070"," ","1,070"
"2013-2014","21","Chesterfield County","580","Meadowbrook High","1,632"," ","1,632"
"2013-2014","21","Chesterfield County","320","Midlothian High","1,491","1","1,492"
"2013-2014","21","Chesterfield County","40","Midlothian Middle","1,203","2","1,205"
"2013-2014","21","Chesterfield County","280","Monacan High","1,381","3","1,384"
"2013-2014","21","Chesterfield County","360","O.B. Gates Elementary","731"," ","731"
"2013-2014","21","Chesterfield County","380","Providence Elementary","663"," ","663"
"2013-2014","21","Chesterfield County","690","Providence Middle","833"," ","833"
"2013-2014","21","Chesterfield County","700","Reams Road Elementary","541"," ","541"
"2013-2014","21","Chesterfield County","730","Robious Elementary","675"," ","675"
"2013-2014","21","Chesterfield County","760","Robious Middle","1,275","1","1,276"
"2013-2014","21","Chesterfield County","720","Salem Church Elementary","582"," ","582"
"2013-2014","21","Chesterfield County","722","Salem Church Middle","851","1","852"
"2013-2014","21","Chesterfield County","800","Spring Run Elementary","842"," ","842"
"2013-2014","21","Chesterfield County","340","Swift Creek Elementary","829"," ","829"
"2013-2014","21","Chesterfield County","270","Swift Creek Middle","1,031","1","1,032"
"2013-2014","21","Chesterfield County","410","Thelma Crenshaw Elementary","704"," ","704"
"2013-2014","21","Chesterfield County","610","Thomas Dale High","2,314","2","2,316"
"2013-2014","21","Chesterfield County","880","Tomahawk Creek Middle","1,292","2","1,294"
"2013-2014","21","Chesterfield County","290","W.W. Gordon Elementary","669"," ","669"
"2013-2014","21","Chesterfield County","860","Winterpock Elementary","824"," ","824"
"2013-2014","21","Chesterfield County","440","Woolridge Elementary","733"," ","733"
"2013-2014","22","Clarke County","250","Boyce Elementary","324"," ","324"
"2013-2014","22","Clarke County","10","Clarke County High","719","7","726"
"2013-2014","22","Clarke County","290","D.G. Cooley Elementary","518","3","521"
"2013-2014","22","Clarke County","280","Johnson-Williams Middle","445","3","448"
"2013-2014","202","Colonial Beach","22","Colonial Beach Elementary","357"," ","357"
"2013-2014","202","Colonial Beach","21","Colonial Beach High","235"," ","235"
"2013-2014","106","Colonial Heights City","40","Colonial Heights High","922"," ","922"
"2013-2014","106","Colonial Heights City","20","Colonial Heights Middle","689"," ","689"
"2013-2014","106","Colonial Heights City","50","Lakeview Elementary","315"," ","315"
"2013-2014","106","Colonial Heights City","30","North Elementary","307"," ","307"
"2013-2014","106","Colonial Heights City","60","Tussing Elementary","579"," ","579"
"2013-2014","107","Covington City","350","Covington High","314"," ","314"
"2013-2014","107","Covington City","260","Edgemont Primary","372"," ","372"
"2013-2014","107","Covington City","360","Jeter-Watson Intermediate","293"," ","293"
"2013-2014","23","Craig County","11","Craig County High","398"," ","398"
"2013-2014","23","Craig County","10","McCleary Elementary","302"," ","302"
"2013-2014","24","Culpeper County","240","A.G. Richardson Elementary","600"," ","600"
"2013-2014","24","Culpeper County","480","Culpeper County High","1,061"," ","1,061"
"2013-2014","24","Culpeper County","20","Culpeper Middle","1,108","3","1,111"
"2013-2014","24","Culpeper County","50","Eastern View High","1,226"," ","1,226"
"2013-2014","24","Culpeper County","450","Emerald Hill Elementary","761"," ","761"
"2013-2014","24","Culpeper County","470","Farmington Elementary","600"," ","600"
"2013-2014","24","Culpeper County","581","Floyd T. Binns Middle","771"," ","771"
"2013-2014","24","Culpeper County","582","Galbreath-Marshall Building","3"," ","3"
"2013-2014","24","Culpeper County","10","Pearl Sample Elementary","639"," ","639"
"2013-2014","24","Culpeper County","460","Sycamore Park Elementary","645"," ","645"
"2013-2014","24","Culpeper County","40","Yowell Elementary","666"," ","666"
"2013-2014","25","Cumberland County","140","Cumberland Elementary","588"," ","588"
"2013-2014","25","Cumberland County","151","Cumberland High","425","1","426"
"2013-2014","25","Cumberland County","152","Cumberland Middle","422"," ","422"
"2013-2014","108","Danville City","20","Forest Hills Elementary","355"," ","355"
"2013-2014","108","Danville City","190","G.L.H. Johnson Elementary","610"," ","610"
"2013-2014","108","Danville City","1374","Galileo Magnet High","214"," ","214"
"2013-2014","108","Danville City","210","George Washington High","1,428"," ","1,428"
"2013-2014","108","Danville City","200","Grove Park Preschool","131"," ","131"
"2013-2014","108","Danville City","139","JM Langston Focus","106"," ","106"
"2013-2014","108","Danville City","260","O. Trent Bonner Middle","767"," ","767"
"2013-2014","108","Danville City","250","Park Avenue Elementary","462"," ","462"
"2013-2014","108","Danville City","40","Schoolfield Elementary","552"," ","552"
"2013-2014","108","Danville City","30","The Northside Preschool","153"," ","153"
"2013-2014","108","Danville City","1372","Westwood Middle","588"," ","588"
"2013-2014","108","Danville City","220","Woodberry Hills Elementary","377"," ","377"
"2013-2014","108","Danville City"," "," ","571"," ","571"
"2013-2014","26","Dickenson County","20","Clintwood Elementary","481"," ","481"
"2013-2014","26","Dickenson County","271","Clintwood High","370"," ","370"
"2013-2014","26","Dickenson County","530","Ervinton Elementary","255"," ","255"
"2013-2014","26","Dickenson County","120","Haysi High","397"," ","397"
"2013-2014","26","Dickenson County","850","Longs Fork Elementary","295"," ","295"
"2013-2014","26","Dickenson County","860","Sandlick Elementary","546"," ","546"
"2013-2014","27","Dinwiddie County","310","Dinwiddie Elementary","400"," ","400"
"2013-2014","27","Dinwiddie County","500","Dinwiddie High","1,357"," ","1,357"
"2013-2014","27","Dinwiddie County","471","Dinwiddie Middle","1,040"," ","1,040"
"2013-2014","27","Dinwiddie County","250","Midway Elementary","360"," ","360"
"2013-2014","27","Dinwiddie County","10","Southside Elementary","426"," ","426"
"2013-2014","27","Dinwiddie County","180","Sunnyside Elementary","249"," ","249"
"2013-2014","27","Dinwiddie County","520","Sutherland Elementary","586"," ","586"
"2013-2014","28","Essex County","10","Essex High","472"," ","472"
"2013-2014","28","Essex County","150","Essex Intermediate","460"," ","460"
"2013-2014","28","Essex County","160","Tappahannock Elementary","621"," ","621"
"2013-2014","29","Fairfax County","2203","Aldrin Elementary","701"," ","701"
"2013-2014","29","Fairfax County","660","Annandale High","2,312"," ","2,312"
"2013-2014","29","Fairfax County","1360","Annandale Terrace Elementary","710"," ","710"
"2013-2014","29","Fairfax County","110","Archer Elementary","761"," ","761"
"2013-2014","29","Fairfax County","1530","Armstrong Elementary","495"," ","495"
"2013-2014","29","Fairfax County","550","Bailey's Elementary School for the Arts and Sciences","1,330"," ","1,330"
"2013-2014","29","Fairfax County","1730","Beech Tree Elementary","383"," ","383"
"2013-2014","29","Fairfax County","560","Belle View Elementary","543"," ","543"
"2013-2014","29","Fairfax County","720","Belvedere Elementary","675"," ","675"
"2013-2014","29","Fairfax County","2000","Bonnie Brae Elementary","701"," ","701"
"2013-2014","29","Fairfax County","1090","Braddock Elementary","814"," ","814"
"2013-2014","29","Fairfax County","940","Bren Mar Park Elementary","502"," ","502"
"2013-2014","29","Fairfax County","1790","Brookfield Elementary","812"," ","812"
"2013-2014","29","Fairfax County","2201","Bryant Alternative High","346"," ","346"
"2013-2014","29","Fairfax County","700","Bucknell Elementary","259"," ","259"
"2013-2014","29","Fairfax County","2225","Bull Run Elementary","856"," ","856"
"2013-2014","29","Fairfax County","680","Bush Hill Elementary","495"," ","495"
"2013-2014","29","Fairfax County","1940","Camelot Elementary","600"," ","600"
"2013-2014","29","Fairfax County","620","Cameron Elementary","540"," ","540"
"2013-2014","29","Fairfax County","1590","Canterbury Woods Elementary","733"," ","733"
"2013-2014","29","Fairfax County","1690","Cardinal Forest Elementary","617"," ","617"
"2013-2014","29","Fairfax County","2222","Carson Middle","1,344"," ","1,344"
"2013-2014","29","Fairfax County","2090","Centre Ridge Elementary","813"," ","813"
"2013-2014","29","Fairfax County","2205","Centreville Elementary","906"," ","906"
"2013-2014","29","Fairfax County","200","Centreville High","2,422","1","2,423"
"2013-2014","29","Fairfax County","131","Chantilly High","2,720"," ","2,720"
"2013-2014","29","Fairfax County","480","Cherry Run Elementary","500"," ","500"
"2013-2014","29","Fairfax County","100","Chesterbrook Elementary","691"," ","691"
"2013-2014","29","Fairfax County","1050","Churchill Road Elementary","868"," ","868"
"2013-2014","29","Fairfax County","260","Clearview Elementary","680"," ","680"
"2013-2014","29","Fairfax County","1870","Clermont Elementary","530"," ","530"
